name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,birth_date,birth_place,birth_country,residence_place,residence_country,lang
RODRIGUEZ Cesar Augusto,RODRIGUEZ CA,Cesar Augusto RODRIGUEZ,Male,Athlete,PER,Peru,Peru,Peru,Peru,PER,26/06/1997,HUANCAYO,Peru,CUENCA,Ecuador,Spanish
CAMPOS Luis Henry,CAMPOS LH,Luis Henry CAMPOS,Male,Athlete,PER,Peru,Peru,Peru,Peru,PER,11/10/1995,ESPINAR,Peru,,Peru,Spanish
SYZDYKOV Alimkhan,SYZDYKOV A,Alimkhan SYZDYKOV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,14/06/1994,,,,,
TURSYNOV Nursultan,TURSYNOV N,Nursultan TURSYNOV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,30/01/1991,SEMEY,Kazakhstan,SEMEY,Kazakhstan,"Kazakh, Russian"
SULTANGALI Aidos,SULTANGALI A,Aidos SULTANGALI,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,07/02/1996,,,KYZYLORDA,Kazakhstan,
BURGOS Nicolas,BURGOS N,Nicolas BURGOS,Male,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,17/12/2001,,,,,Spanish
VALDIVIA Thalia,VALDIVIA T,Thalia VALDIVIA,Female,Athlete,PER,Peru,Peru,Peru,Peru,PER,27/04/1996,LAURICOCHA,Peru,HUANCAYO,Peru,Spanish
THOMAS Lanae-Tava,THOMAS LT,Lanae-Tava THOMAS,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,28/01/2001,KINGSTON,Jamaica,"HENRIETTA, NY",United States,English
PALACIOS Alessia,PALACIOS A,Alessia PALACIOS,Female,Athlete,PER,Peru,Peru,Peru,Peru,PER,06/07/2000,,,LA PUNTA,Peru,Spanish
YOUNG Charokee,YOUNG C,Charokee YOUNG,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,21/08/2000,SAINT ANN?S BAY,Jamaica,,Jamaica,English
PALACIOS Valeria,PALACIOS V,Valeria PALACIOS,Female,Athlete,PER,Peru,Peru,Peru,Peru,PER,06/07/2000,,,LA PUNTA,Peru,Spanish
SANGUINETI Adriana,SANGUINETI A,Adriana SANGUINETI,Female,Athlete,PER,Peru,Peru,Peru,Peru,PER,02/05/2000,,,LIMA,Peru,"English, German, Spanish"
ARCILA Santiago,ARCILA S,Santiago ARCILA,Male,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,03/12/1999,SABANETA,Colombia,MEDELLIN,Colombia,"English, Spanish"
HERNANDEZ VERA Andres,HERNANDEZ VERA A,Andres HERNANDEZ VERA,Male,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,21/09/2007,,,,,Spanish
BARAJAS Angel,BARAJAS A,Angel BARAJAS,Male,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,12/08/2006,CUCUTA,Colombia,CUCUTA,Colombia,Spanish
ABAD Nestor,ABAD N,Nestor ABAD,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,29/03/1993,ALCOI,Spain,MADRID,Spain,"English, Spanish"
CASABUENA Laura,CASABUENA L,Laura CASABUENA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,26/12/2005,ALCOI,Spain,,,"English, Spanish"
DIALLO Thierno,DIALLO T,Thierno DIALLO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,22/11/2000,CONAKRY,Guinea,MADRID,Spain,"Catalan, English, Spanish"
MIR Nicolau,MIR N,Nicolau MIR,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,10/05/2000,PALMA DE MALLORCA,Spain,PALMA DE MALLORCA,Spain,"English, Spanish"
PEREZ Ana,PEREZ A,Ana PEREZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,14/12/1997,SEVILLE,Spain,MADRID,Spain,Spanish
PETISCO Alba,PETISCO A,Alba PETISCO,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,01/02/2003,SANT JOAN DESPI,Spain,MADRID,Spain,Spanish
PLATA Joel,PLATA J,Joel PLATA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,20/03/1998,BARCELONA,Spain,MADRID,Spain,"Catalan, English, French, Spanish"
ZAPATA Rayderley,ZAPATA R,Rayderley ZAPATA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,26/05/1993,SANTO DOMINGO,Dominican Republic,MADRID,Spain,"English, Spanish"
ARNAU CAMARENA Ana,ARNAU CAMARENA A,Ana ARNAU CAMARENA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,20/09/2005,MADRID,Spain,,Spain,Spanish
BAUTISTA Alba,BAUTISTA A,Alba BAUTISTA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,13/07/2002,UTILLAS,Spain,MADRID,Spain,Spanish
BEREZINA Polina,BEREZINA P,Polina BEREZINA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,05/12/1997,MOSCOW,Russian Federation,,Spain,
BERGUA NAVALES Ines,BERGUA NAVALES I,Ines BERGUA NAVALES,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,29/05/2004,HUESCA,Spain,,Spain,Spanish
MARTINEZ Mireia,MARTINEZ M,Mireia MARTINEZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,21/04/2005,LA POBLA DE VALLBONA,Spain,,Spain,Spanish
PEREZ FOS Patricia,PEREZ FOS P,Patricia PEREZ FOS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,08/08/2004,SUECA,Spain,,Spain,Spanish
SOLAUN Salma,SOLAUN S,Salma SOLAUN,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,02/03/2005,VITORIA-GASTEZ,Spain,,Spain,Spanish
ROMERO ROSARIO Noemi,ROMERO ROSARIO N,Noemi ROMERO ROSARIO,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,04/10/2000,MADRID,Spain,BARCELONA,Spain,Spanish
VEGA David,VEGA D,David VEGA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,04/08/1998,BARCELONA,Spain,,Spain,"English, Spanish"
WEITZEIL Abbey,WEITZEIL A,Abbey WEITZEIL,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,03/12/1996,"VALENCIA, CA",United States,"BERKELEY, CA",United States,English
ALEXY Jack,ALEXY J,Jack ALEXY,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,19/01/2003,"MENDHAM, NJ",United States,"BERKELEY, CA",United States,English
ARMSTRONG Hunter,ARMSTRONG H,Hunter ARMSTRONG,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,24/01/2001,"DOVER, OH",United States,"BERKELEY, CA",United States,English
BACON Phoebe,BACON P,Phoebe BACON,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,12/08/2002,"WASHINGTON, DC",United States,"MADISON, WI",United States,English
BERKOFF Katharine,BERKOFF K,Katharine BERKOFF,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,28/01/2001,"MISSOULA, MT",United States,"RALEIGH, NC",United States,English
CONNOLLY Erika,CONNOLLY E,Erika CONNOLLY,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,27/08/1998,"MODESTO, CA",United States,"KNOXVILLE, TN",United States,English
CASAS Shaine,CASAS S,Shaine CASAS,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,25/12/1999,"SAN DIEGO, CA",United States,"AUSTIN, TX",United States,English
CURRY Brooks,CURRY B,Brooks CURRY,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,20/01/2001,"ATLANTA, GA",United States,"BERKELEY, CA",United States,English
DENIGAN Mariah,DENIGAN M,Mariah DENIGAN,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,30/05/2003,"WALTON, KY",United States,"BLOOMINGTON, IN",United States,English
DOUGLASS Kate,DOUGLASS K,Kate DOUGLASS,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,17/11/2001,"NEW YORK, NY",United States,"CHARLOTTESVILLE, VA",United States,English
DRESSEL Caeleb,DRESSEL C,Caeleb DRESSEL,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,16/08/1996,"GREEN COVE SPRINGS, FL",United States,"GAINESVILLE, FL",United States,English
FALLON Matt,FALLON M,Matt FALLON,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,03/10/2002,"WARREN, NJ",United States,,,"English, Mandarin"
FINK Nic,FINK N,Nic FINK,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,03/07/1993,"MORRISTOWN, NJ",United States,"DALLAS, TX",United States,English
FINKE Bobby,FINKE B,Bobby FINKE,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,06/11/1999,"TAMPA, FL",United States,"CLEARWATER, FL",United States,English
FOSTER Carson,FOSTER C,Carson FOSTER,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,26/10/2001,"CINCINATTI, OH",United States,"AUSTIN, TX",United States,English
GEMMELL Erin,GEMMELL E,Erin GEMMELL,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,02/12/2004,"NEWARK, DE",United States,"AUSTIN, TX",United States,English
GRIMES Katie,GRIMES K,Katie GRIMES,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,08/01/2006,"LAS VEGAS, NV",United States,"LAS VEGAS, NV",United States,English
GUILIANO Chris,GUILIANO C,Chris GUILIANO,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,25/06/2003,"DOUGLASSVILLE, PA",United States,"NOTRE DAME, IN",United States,English
HEILMAN Thomas,HEILMAN T,Thomas HEILMAN,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,07/02/2007,"CHARLOTTESVILLE, VA",United States,"CROZET, VA",United States,English
HELD Ryan,HELD R,Ryan HELD,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,27/06/1995,"SPRINGFIELD, IL",United States,"PHOENIX, AZ",United States,English
