name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,birth_date,birth_place,birth_country,residence_place,residence_country,lang
KOKHAN Mykhaylo,KOKHAN M,Mykhaylo KOKHAN,Male,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,22/01/2001,DNIPRO,Ukraine,ANTALYA,Türkiye,Ukrainian
SAKHARUK Mariia,SAKHARUK M,Mariia SAKHARUK,Female,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,14/10/1995,,,LUTSK,Ukraine,Ukrainian
DOROSHCHUK Oleh,DOROSHCHUK O,Oleh DOROSHCHUK,Male,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,04/07/2001,,,,,Ukrainian
BANZERUK Ivan,BANZERUK I,Ivan BANZERUK,Male,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,09/02/1990,VOEGOSHCHA,Ukraine,LUTSK,Ukraine,"Russian, Ukrainian"
HLAVAN Ihor,HLAVAN I,Ihor HLAVAN,Male,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,25/09/1990,NAZARIVKA,Ukraine,,,Ukrainian
GERASHCHENKO Iryna,GERASHCHENKO I,Iryna GERASHCHENKO,Female,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,10/03/1995,KYIV,Ukraine,KYIV,Ukraine,Ukrainian
DANYLENKO Danylo,DANYLENKO D,Danylo DANYLENKO,Male,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,10/10/1994,,,,,Ukrainian
TKACHUK Viktoriya,TKACHUK V,Viktoriya TKACHUK,Female,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,08/11/1994,PLISHCHYN,Ukraine,KYIV,Ukraine,Ukrainian
PROTSENKO Andrii,PROTSENKO A,Andrii PROTSENKO,Male,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,20/05/1988,KHERSON,Ukraine,,,Ukrainian
MILLER Alex,MILLER A,Alex MILLER,Male,Athlete,NAM,Namibia,Namibia,Namibia,Namibia,NAM,20/11/2000,,,WINDHOEK,Namibia,English
BELOMOINA Yana,BELOMOINA Y,Yana BELOMOINA,Female,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,02/11/1992,LUTSK,Ukraine,LUTSK,Ukraine,"English, Russian, Ukrainian"
HUDYMA Oleksandr,HUDYMA O,Oleksandr HUDYMA,Male,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,11/02/2003,,,,,Ukrainian
GUZMAN LOPEZ Yusneylis,GUZMAN LOPEZ Y,Yusneylis GUZMAN LOPEZ,Female,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,08/08/1996,,,HAVANA,Cuba,Spanish
MARCHENKO Veronika,MARCHENKO V,Veronika MARCHENKO,Female,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,03/04/1993,LVIV,Ukraine,LVIV,Ukraine,"English, Russian, Ukrainian"
USACH Mykhailo,USACH M,Mykhailo USACH,Male,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,20/11/1996,,,RIVNE,Ukraine,Ukrainian
US Viktoriia,US V,Viktoriia US,Female,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,29/04/1993,KYIV,Ukraine,KYIV,Ukraine,"English, Polish, Russian, Ukrainian"
AFRIFAH Blessing Akwasi,AFRIFAH BA,Blessing Akwasi AFRIFAH,Male,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,26/10/2003,TEL AVIV,Israel,TEL AVIV,Israel,"English, Hebrew"
AMARE Girmaw,AMARE G,Girmaw AMARE,Male,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,26/10/1987,WEST GOJJAM,Ethiopia,,,
ALAME Haimro,ALAME H,Haimro ALAME,Male,Alternate Athlete,ISR,Israel,Israel,Israel,Israel,ISR,08/06/1990,,Ethiopia,PETAH TIKVA,Israel,"Amharic, Hebrew"
YOHUANG Phurit,YOHUANG P,Phurit YOHUANG,Male,Athlete,THA,Thailand,Thailand,Thailand,Thailand,THA,22/03/2003,,Thailand,,Thailand,Thai
NYMAN Marcus,NYMAN M,Marcus NYMAN,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,14/08/1990,TUMBA,Sweden,STOCKHOLM,Sweden,"English, Swedish"
BABULFATH Tara,BABULFATH T,Tara BABULFATH,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,03/01/2006,STOCKHOLM,Sweden,STOCKHOLM,Sweden,"English, Farsi, Swedish"
BIRIUKOVA Yuliia,BIRIUKOVA Y,Yuliia BIRIUKOVA,Female,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,24/01/1998,LVIV,Ukraine,LVIV,Ukraine,Ukrainian
BUDIAK Anatolii,BUDIAK A,Anatolii BUDIAK,Male,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,29/09/1995,VINNYTSIA,Ukraine,VINNYTSIA,Ukraine,"English, Russian, Ukrainian"
MARIN POTRILLE Milaimy de la Carid,MARIN POTRILLE M,Milaimy de la Carid. MARIN POTRILLE,Female,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,16/03/2001,,,,,Spanish
ZANGO Hugues Fabrice,ZANGO HF,Hugues Fabrice ZANGO,Male,Athlete,BUR,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,BUR,25/06/1993,KOUDOUGOU,Burkina Faso,PARIS,France,"English, French"
BAMOGO Awa,BAMOGO A,Awa BAMOGO,Female,Athlete,BUR,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,BUR,15/06/1999,OUAHIGOUYA,Burkina Faso,OUAGADOUGOU,Burkina Faso,"Arabic, French"
MYKHAILOV Vasyl,MYKHAILOV V,Vasyl MYKHAILOV,Male,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,24/06/1995,TARUTYNE,Ukraine,ODESSA,Ukraine,"Bulgarian, English, Russian, Ukrainian"
KHOTSIANIVSKYI Oleksandr,KHOTSIANIVSKYI O,Oleksandr KHOTSIANIVSKYI,Male,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,20/07/1990,DONETSK,Ukraine,KYIV,Ukraine,Russian
McHEDLIDZE Murazi,McHEDLIDZE M,Murazi McHEDLIDZE,Male,Athlete,UKR,Ukraine,Ukraine,Ukraine,Ukraine,UKR,21/06/1994,DNIPRO,Ukraine,,,Ukrainian
KOALA Marthe,KOALA M,Marthe KOALA,Female,Athlete,BUR,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,BUR,08/03/1994,BOBO-DIOULASSO,Burkina Faso,BRON,France,"English, French"
VALDES TOBIER Alejandro Enrique,VALDES TOBIER AE,Alejandro Enrique VALDES TOBIER,Male,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,18/11/1988,HAVANA,Cuba,HAVANA,Cuba,"English, Spanish"
GARZON CABALLERO Geandry,GARZON CABALLERO G,Geandry GARZON CABALLERO,Male,Athlete,CUB,Cuba,Cuba,Cuba,Cuba,CUB,05/11/1983,SANTIAGO DE CUBA,Cuba,,,Spanish
LOUIS Marc Brian,LOUIS MB,Marc Brian LOUIS,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,07/08/2002,,,,,
LEE Chia Hsin,LEE CH,LEE Chia Hsin,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,11/05/1997,,Chinese Taipei,,,Mandarin
AKBUDAK Burhan,AKBUDAK B,Burhan AKBUDAK,Male,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,01/06/1995,,Türkiye,ISTANBUL,Türkiye,Turkish
CENGIZ Ali,CENGIZ A,Ali CENGIZ,Male,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,08/04/1996,MANISA,Türkiye,,Türkiye,Turkish
BAKIR Muhammet Hamza,BAKIR MH,Muhammet Hamza BAKIR,Male,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,20/01/2001,,IR Iran,,IR Iran,Turkish
ROUGIER-LAGANE Christopher,ROUGIER-LAGANE C,Christopher ROUGIER-LAGANE,Male,Athlete,MRI,Mauritius,Mauritius,Mauritius,Mauritius,MRI,24/09/1998,CUREPIPE,Mauritius,TAMARIN,Mauritius,"English, French"
AN Byeong Hun,AN BH,AN Byeong Hun,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,17/09/1991,SEOUL,Korea,"ORLANDO, FL",United States,"English, Korean"
KIM Hyo Joo,KIM HJ,KIM Hyo Joo,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,14/07/1995,WONJU,Korea,"LOS ANGELES, CA",United States,"English, Korean"
KIM Tom,KIM T,KIM Tom,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,21/06/2002,SEOUL,Korea,"DALLAS, TX",United States,"English, Korean, Tagalog"
KO Jin Young,KO JY,KO Jin Young,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,07/07/1995,SEOUL,Korea,SEOUL,Korea,"English, Korean"
URSU Vladislav,URSU V,Vladislav URSU,Male,Athlete,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,Republic of Moldova,MDA,01/03/2001,,,,Republic of Moldova,English
BASAR Enes,BASAR E,Enes BASAR,Male,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,30/04/1993,,,,,Turkish
NICHITA Anastasia,NICHITA A,Anastasia NICHITA,Female,Athlete,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,Republic of Moldova,MDA,19/02/1999,TATARESTI,Republic of Moldova,CHISINAU,Republic of Moldova,"Romanian, Russian"
RINGACI Irina,RINGACI I,Irina RINGACI,Female,Athlete,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,Republic of Moldova,MDA,23/08/2001,LEOVA,Republic of Moldova,,Republic of Moldova,"English, Romanian"
DRAGUTAN Mariana,DRAGUTAN M,Mariana DRAGUTAN,Female,Athlete,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,Republic of Moldova,MDA,29/11/2000,,,,,
OHRSTROM Isak,OHRSTROM I,Isak OHRSTROM,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,26/11/1990,TAVELSJO,Sweden,,,"English, Swedish"
JOZSA Levente Mark,JOZSA LM,Levente Mark JOZSA,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,04/10/2002,BUDAPEST,Hungary,BUDAPEST,Hungary,"English, Hungarian"
MARTON Viviana,MARTON V,Viviana MARTON,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,16/02/2006,TENERIFE,Spain,MADRID,Spain,"English, Hungarian, Spanish"
SALIM Omar Gergely,SALIM OG,Omar Gergely SALIM,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,12/04/2003,"LOS ANGELES, CA",United States,"LOS ANGELES, CA",United States,English
PETRASHOV Denis,PETRASHOV D,Denis PETRASHOV,Male,Athlete,KGZ,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,KGZ,01/02/2000,BISHKEK,Kyrgyzstan,"LOUISVILLE, KY",United States,"English, Russian"
TEFERI Maru,TEFERI M,Maru TEFERI,Male,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,17/08/1992,DANGLIA,Ethiopia,HAIFA,Israel,"Amharic, English, Hebrew"
SCHOBER Sarah,SCHOBER S,Sarah SCHOBER,Female,Athlete,AUT,Austria,Austria,Austria,Austria,AUT,15/04/1992,WAGNA,Austria,,Austria,"English, German"
SPITZ Emma,SPITZ E,Emma SPITZ,Female,Athlete,AUT,Austria,Austria,Austria,Austria,AUT,10/04/2000,VIENNA,Austria,GOLLERSDORF,Austria,"English, German"
GREENE Darragh,GREENE D,Darragh GREENE,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,20/10/1995,NEWTOWNFORBES,Ireland,DUBLIN,Ireland,English
O DONOVAN Paul,O DONOVAN P,Paul O DONOVAN,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,19/04/1994,SKIBBEREEN,Ireland,CORK,Ireland,English
SWEETNAM Shane,SWEETNAM S,Shane SWEETNAM,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,19/01/1981,CORK,Ireland,"WELLINGTON, FL",United States,English
KENNY Darragh,KENNY D,Darragh KENNY,Male,Alternate Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,24/01/1988,,,,,
CROSS Timothy,CROSS T,Timothy CROSS,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,26/01/1991,"MELBOURNE, VIC",Australia,,Ireland,English
COLE Lee,COLE L,Lee COLE,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,21/02/1995,,Ireland,,Ireland,English
PAGE Nicholas,PAGE N,Nick PAGE,Male,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,28/05/1997,,Ireland,,,English
SALEEM Ziyad,SALEEM Z,Ziyad SALEEM,Male,Athlete,SUD,Sudan,Sudan,Sudan,Sudan,SUD,24/03/2003,,,,,
NILSSON GARIP Emilia,NILSSON GARIP E,Emilia NILSSON GARIP,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,21/04/2003,MALMO,Sweden,MALMO,Sweden,"English, Swedish"
COLEMAN Michelle,COLEMAN M,Michelle COLEMAN,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,31/10/1993,VALLENTUNA,Sweden,VALLENTUNA,Sweden,"English, Swedish"
ELIASSON Isak,ELIASSON I,Isak ELIASSON,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,22/01/1996,V?STRA FR?LUNDA,Sweden,,,"English, Swedish"
PERSSON Elias,PERSSON E,Elias PERSSON,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,03/04/2002,MALMO,Sweden,MALMO,Sweden,
HANSON Robin,HANSON R,Robin HANSON,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,02/04/2001,BARKARBY,Sweden,"BERKELEY, CA",United States,"English, Swedish"
HANSSON Sophie,HANSSON S,Sophie HANSSON,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,02/08/1998,HELSINGBORG,Sweden,LOUGHBOROUGH,Great Britain,"English, Swedish"
HANSSON Louise,HANSSON L,Louise HANSSON,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,24/11/1996,HELSINGBORG,Sweden,LOUGHBOROUGH,Great Britain,"English, German, Norwegian, Swedish"
JOHANSSON Victor,JOHANSSON V,Victor JOHANSSON,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,13/09/1998,NASSJO,Sweden,J?NK?PING,Sweden,"English, German, Swedish"
JUNEVIK Sara,JUNEVIK S,Sara JUNEVIK,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,14/02/2000,LEKSAND,Sweden,STOCKHOLM,Sweden,"English, Swedish"
PERSSON Erik,PERSSON E,Erik PERSSON,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,12/01/1994,KUNGSBACKA,Sweden,KUNGSBACKA,Sweden,"English, Swedish"
SEELIGER Bjoern,SEELIGER B,Bjoern SEELIGER,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,11/01/2000,CELLE,Germany,"BERKELEY, CA",United States,"English, German, Swedish"
SJOESTROEM Sarah,SJOESTROEM S,Sarah SJOESTROEM,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,17/08/1993,RONNINGE,Sweden,STOCKHOLM,Sweden,"English, Swedish"
AASTEDT Sofia,AASTEDT S,Sofia AASTEDT,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,13/11/2003,SKENE,Sweden,HELSINGBORG,Sweden,
ROSVALL Hanna,ROSVALL H,Hanna ROSVALL,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,10/02/2000,?NGELHOM,Sweden,BERGEN,Norway,"English, Swedish"
SAADELDIN Rana,SAADELDIN R,Rana SAADELDIN,Female,Athlete,SUD,Sudan,Sudan,Sudan,Sudan,SUD,04/08/2008,,,,,
WINBERG Hampus,WINBERG H,Hampus WINBERG,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,22/06/2006,VARBERG,Sweden,HALMSTAD,Sweden,Swedish
STRAKA Se,STRAKA S,Sepp STRAKA,Male,Athlete,AUT,Austria,Austria,Austria,Austria,AUT,01/05/1993,VIENNA,Austria,"BIRMINGHAM, AL",United States,English
CAZAUTE Helena,CAZAUTE H,CAZAUTE,Female,Athlete,FRA,France,France,France,France,FRA,17/12/1997,NARBONNE,France,,,French
BAUER Christina,BAUER C,BAUER,Female,Athlete,FRA,France,France,France,France,FRA,01/01/1988,BERGEN,Norway,,,"English, French, Italian, Norweigan, Turkish"
SYLVES Amandha,SYLVES A,SYLVES,Female,Athlete,FRA,France,France,France,France,FRA,29/12/2000,BAIE-MAHAULT,France,,,"English, French"
GELIN Juliette,GELIN J,GELIN,Female,Athlete,FRA,France,France,France,France,FRA,02/11/2001,MONTPELLIER,France,,,"English, French, Spanish"
ROTAR Amelie,ROTAR A,ROTAR,Female,Athlete,FRA,France,France,France,France,FRA,24/10/2000,,,,,French
GIARDINO Amandine,GIARDINO A,GIARDINO,Female,Athlete,FRA,France,France,France,France,FRA,30/03/1995,LA SEYNE-SUR-MER,France,,,French
OLINGA ANDELA Leandra,OLINGA ANDELA L,OLINGA ANDELA,Female,Athlete,FRA,France,France,France,France,FRA,12/08/1997,,Cameroon,,,"English, French"
RESPAUT Emilie,RESPAUT E,RESPAUT,Female,Athlete,FRA,France,France,France,France,FRA,25/04/2003,SAINT-RAPHAEL,France,,,French
STOJILJKOVIC Nina,STOJILJKOVIC N,STOJILJKOVIC,Female,Athlete,FRA,France,France,France,France,FRA,01/09/1996,PARIS,France,,,"French, Serbian"
BAH Halimatou,BAH H,BAH,Female,Athlete,FRA,France,France,France,France,FRA,21/12/2003,EPINAY-SOUS-SENART,France,,,French
GICQUEL Lucille,GICQUEL L,GICQUEL,Female,Athlete,FRA,France,France,France,France,FRA,13/11/1997,RENNES,France,,,"English, French"
SCHALK Maeva,SCHALK M,SCHALK,Female,Athlete,FRA,France,France,France,France,FRA,14/12/2005,,,,France,French
NDIAYE Iman,NDIAYE I,NDIAYE,Female,Athlete,FRA,France,France,France,France,FRA,13/01/2002,PARIS,France,,,"English, French"
AYALE Gashau,AYALE G,Gashau AYALE,Male,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,22/08/1996,,Ethiopia,,,
GORYCKA Paula,GORYCKA P,Paula GORYCKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,05/11/1990,KRAKOW,Poland,,,"English, German, Polish"
LARSSON Victoria,LARSSON V,Victoria LARSSON,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,14/07/1995,UPPSALA,Sweden,OSTERBYBRUK,Sweden,"English, Swedish"
LEVIN-ANDERSSON Rickard,LEVIN-ANDERSSON R,Rickard LEVIN-ANDERSSON,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,24/04/1991,SKEPPLANDA,Sweden,SKEPPLANDA,Sweden,"English, Swedish"
LINDGREN Victor,LINDGREN V,Victor LINDGREN,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,16/05/2003,SJOBO,Sweden,SAVSJO,Sweden,"English, Swedish"
MADSEN Marcus,MADSEN M,Marcus MADSEN,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,17/08/1994,MALMO,Sweden,SAVSJO,Sweden,"English, Swedish"
SVENSSON Marcus,SVENSSON M,Marcus SVENSSON,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,22/03/1990,HARSLOV,Sweden,BJUV,Sweden,"English, Swedish"
NILSSON Stefan,NILSSON S,Stefan NILSSON,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,12/08/1990,TRELLEBORG,Sweden,TRELLEBORG,Sweden,"Danish, English, Swedish"
LAWNER Stina,LAWNER S,Stina LAWNER,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,09/07/1988,MORA,Sweden,FALUN,Sweden,"English, Swedish"
ANIOLKOWSKI Stanislaw,ANIOLKOWSKI S,Stanislaw ANIOLKOWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,20/01/1997,,,,,Polish
LUKASIK Krzysztof,LUKASIK K,Krzysztof LUKASIK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,02/11/1993,,,,,Polish
NIEWIADOMA Katarzyna,NIEWIADOMA K,Katarzyna NIEWIADOMA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,29/09/1994,LIMANOWA,Poland,ANDORRA LA VELLA,Andorra,"English, Polish"
SKALNIAK-SOJKA Agnieszka,SKALNIAK-SOJKA A,Agnieszka SKALNIAK-SOJKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,22/04/1997,KRYNICA-ZDROJ,Poland,RACZNA,Poland,Polish
LACH Marta,LACH M,Marta LACH,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,26/05/1997,OSIEK,Poland,GLEBOWICE,Poland,"English, Polish"
KWIATKOWSKI Michal,KWIATKOWSKI M,Michal KWIATKOWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,02/06/1990,CHELMZA,Poland,TORUN,Poland,"English, Polish"
PIKULIK Daria,PIKULIK D,Daria PIKULIK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,06/01/1997,SKARZYSKO-KAMIENNA,Poland,DARLOWO,Poland,"English, Polish"
RUDYK Mateusz,RUDYK M,Mateusz RUDYK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,20/07/1995,OLAWA,Poland,WROCLAW,Poland,"English, Polish"
LOS Urszula,LOS U,Urszula LOS,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,18/02/1994,WARSAW,Poland,PRUSZKOW,Poland,"English, Polish"
GACKA Kinga,GACKA K,Kinga GACKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,25/10/2001,,,,,Polish
HARATYK Michal,HARATYK M,Michal HARATYK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,10/04/1992,CIESZYN,Poland,BIELSKO-BIALA,Poland,"English, Polish"
KAROLEWSKI Marcin,KAROLEWSKI M,Marcin KAROLEWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,16/12/2002,,,,,Polish
KROLIK Kinga,KROLIK K,Kinga KROLIK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,26/09/1999,,,,,Polish
MRZYGLOD Cyprian,MRZYGLOD C,Cyprian MRZYGLOD,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,02/02/1998,SKARATKI POD ROGOZNO,Poland,GDANSK,Poland,"English, Polish"
POPOWICZ-DRAPALA Marika,POPOWICZ-DRAPALA M,Marika POPOWICZ-DRAPALA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,28/04/1988,GNIEZNO,Poland,BYDGOSZCZ,Poland,"English, Polish"
RZEZNICZAK Mateusz,RZEZNICZAK M,Mateusz RZEZNICZAK,Male,Alternate Athlete,POL,Poland,Poland,Poland,Poland,POL,23/07/1998,,,,,
SULEK-SCHUBERT Adrianna,SULEK-SCHUBERT A,Adrianna SULEK-SCHUBERT,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,03/04/1999,BYDGOSZCZ,Poland,BYDGOSZCZ,Poland,"English, Polish"
SWIETY-ERSETIC Justyna,SWIETY-ERSETIC J,Justyna SWIETY-ERSETIC,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,03/12/1992,RACIBORZ,Poland,RACIBORZ,Poland,"English, Polish"
SWOBODA Ewa,SWOBODA E,Ewa SWOBODA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,26/07/1997,ZORY,Poland,,,Polish
SZWED Maksymilian,SZWED M,Maksymilian SZWED,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,06/08/2004,,,,,Polish
SZYMANSKI Jakub,SZYMANSKI J,Jakub SZYMANSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,22/07/2002,,,,,Polish
TOMALA Dawid,TOMALA D,Dawid TOMALA,Male,Alternate Athlete,POL,Poland,Poland,Poland,Poland,POL,27/08/1989,,,,,
WDOWIK Oliwer,WDOWIK O,Oliwer WDOWIK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,03/01/2002,,,,,Polish
WEGNER Dawid,WEGNER D,Dawid WEGNER,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,23/04/2000,BYDGOSZCZ,Poland,GDANSK,Poland,Polish
WRONA-KUTRZEPA Alicja,WRONA-KUTRZEPA A,Alicja WRONA-KUTRZEPA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,11/01/1996,,,,,Polish
ZABAWSKA Daria,ZABAWSKA D,Daria ZABAWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,16/04/1995,BIALYSTOK,Poland,,,Polish
KARWACKA Marlena,KARWACKA M,Marlena KARWACKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,20/02/1997,SLAWNO,Poland,PRUSZKOW,Poland,"English, Polish"
PETRI Paulina,PETRI P,Paulina PETRI,Female,Alternate Athlete,POL,Poland,Poland,Poland,Poland,POL,03/02/2000,,,,,
SIBIAK Nikola,SIBIAK N,Nikola SIBIAK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,21/06/2000,,Poland,DARLOWO,Poland,Polish
BANASZEK Alan,BANASZEK A,Alan BANASZEK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,30/10/1997,WARSAW,Poland,,,Polish
LORKOWSKA Patrycja,LORKOWSKA P,Patrycja LORKOWSKA,Female,Alternate Athlete,POL,Poland,Poland,Poland,Poland,POL,04/12/1998,,,,,
PIKULIK Wiktoria,PIKULIK W,Wiktoria PIKULIK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,15/06/1998,SKARZYSKO-KAMIENNA,Poland,DARLOWO,Poland,"English, Polish"
ANDREJCZYK Maria,ANDREJCZYK M,Maria ANDREJCZYK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,09/03/1996,SUWALKI,Poland,SUWALKI,Poland,"English, French, Polish, Russian"
BEN HLIMA Maher,BEN HLIMA M,Maher BEN HLIMA,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,24/07/1989,,Tunisia,,,Polish
BOGACZYNSKI Igor,BOGACZYNSKI I,Igor BOGACZYNSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,07/11/2003,,,,,Polish
BORKOWSKI Mateusz,BORKOWSKI M,Mateusz BORKOWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,02/04/1997,STARACHOWICE,Poland,KIELCE,Poland,"English, Polish"
BUKOWIECKI Konrad,BUKOWIECKI K,Konrad BUKOWIECKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,17/03/1997,OLSZTYN,Poland,SZCZYTNO,Poland,"English, Polish"
CHOJECKA Olga,CHOJECKA O,Olga CHOJECKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,30/06/1997,,,,,Polish
