,fullName,firstName,lastName,gender,isoCountry,continent,birthYear,hasMiddleName,hasNoLastName,source
14158,LEWIN-LAFRANCE Antonia,,,female,CA,North America,1997,False,False,kaggleOlympic
14159,BARNES Justin,Justin,BARNES,male,CA,North America,1991,False,False,kaggleOlympic
14160,LEWIN-LAFRANCE Georgia,,,female,CA,North America,1999,False,False,kaggleOlympic
14161,DOUGLAS Sarah,Sarah,DOUGLAS,female,CA,North America,1994,False,False,kaggleOlympic
14162,ALYOUHA Yaqoub,Yaqoub,ALYOUHA,male,KW,Asia,1993,False,False,kaggleOlympic
14163,ESERCITATO Michele,Michele,ESERCITATO,male,IT,Europe,2001,False,False,kaggleOlympic
14164,IKEDA Tye,Tye,IKEDA,male,CA,North America,1996,False,False,kaggleOlympic
14165,WESTLAKE Shannon,Shannon,WESTLAKE,female,CA,North America,1985,False,False,kaggleOlympic
14166,SHAH Ameena,Ameena,SHAH,female,GB,Europe,2001,False,False,kaggleOlympic
14167,SGHAIER Zaineb,Zaineb,SGHAIER,female,TN,Africa,2002,False,False,kaggleOlympic
14168,COCKRELL Anna,Anna,COCKRELL,female,US,North America,1997,False,False,kaggleOlympic
14169,BROWN Brittany,Brittany,BROWN,female,US,North America,1995,False,False,kaggleOlympic
14170,DEADMON Bryce,Bryce,DEADMON,male,US,North America,1997,False,False,kaggleOlympic
14171,BAILEY Christopher,Christopher,BAILEY,male,US,North America,2000,False,False,kaggleOlympic
14172,ALLEN CJ,CJ,ALLEN,male,US,North America,1995,False,False,kaggleOlympic
14173,LINDWURM Dakotah,Dakotah,LINDWURM,female,US,North America,1995,False,False,kaggleOlympic
14174,CRANNY Elise,Elise,CRANNY,female,US,North America,1996,False,False,kaggleOlympic
14175,BROWN Joseph,Joseph,BROWN,male,US,North America,1996,False,False,kaggleOlympic
14176,BROWN Kaylyn,Kaylyn,BROWN,female,US,North America,2004,False,False,kaggleOlympic
14177,BLANKS Graham,Graham,BLANKS,male,US,North America,2002,False,False,kaggleOlympic
14178,BEDNAREK Kenneth,Kenneth,BEDNAREK,male,US,North America,1998,False,False,kaggleOlympic
14179,CLEMONS Malcolm,Malcolm,CLEMONS,male,US,North America,2002,False,False,kaggleOlympic
14180,BOLING Matthew,Matthew,BOLING,male,US,North America,2000,False,False,kaggleOlympic
14181,AKINS Nia,Nia,AKINS,female,US,North America,1998,False,False,kaggleOlympic
14182,BENJAMIN Rai,Rai,BENJAMIN,male,US,North America,1997,False,False,kaggleOlympic
14183,CROUSER Ryan,Ryan,CROUSER,male,US,North America,1992,False,False,kaggleOlympic
14184,BROOKS Taliyah,Taliyah,BROOKS,female,US,North America,1995,False,False,kaggleOlympic
14185,DAVIS Tamari,Tamari,DAVIS,female,US,North America,2003,False,False,kaggleOlympic
14186,DAVIS-WOODHALL Tara,,,female,US,North America,1999,False,False,kaggleOlympic
14187,BASSITT Trevor,Trevor,BASSITT,male,US,North America,1998,False,False,kaggleOlympic
14188,ALLMAN Valarie,Valarie,ALLMAN,female,US,North America,1995,False,False,kaggleOlympic
14189,CONSTIEN Valerie,Valerie,CONSTIEN,female,US,North America,1996,False,False,kaggleOlympic
14190,CUNNINGHAM Vashti,Vashti,CUNNINGHAM,female,US,North America,1998,False,False,kaggleOlympic
14191,FURQUIM BASTOS Georgia,,,female,BR,South America,1996,True,False,kaggleOlympic
14192,MEYER Geovana,Geovana,MEYER,female,BR,South America,2001,False,False,kaggleOlympic
14193,CHATEAUBRIAN Philipe,Philipe,CHATEAUBRIAN,male,BR,South America,1989,False,False,kaggleOlympic
14194,APPS Olivia,Olivia,APPS,female,CA,North America,1998,False,False,kaggleOlympic
14195,BERMUDEZ Fancy,Fancy,BERMUDEZ,female,CA,North America,2002,False,False,kaggleOlympic
14196,CORRIGAN Alysha,Alysha,CORRIGAN,female,CA,North America,1997,False,False,kaggleOlympic
14197,CROSSLEY Caroline,Caroline,CROSSLEY,female,CA,North America,1998,False,False,kaggleOlympic
14198,DANIELS Chloe,Chloe,DANIELS,female,CA,North America,2003,False,False,kaggleOlympic
14199,HOGAN-ROCHESTER Asia,,,female,CA,North America,1999,False,False,kaggleOlympic
14200,LOGAN Piper,Piper,LOGAN,female,CA,North America,2001,False,False,kaggleOlympic
14201,NORSTEN Carissa,Carissa,NORSTEN,female,CA,North America,2003,False,False,kaggleOlympic
14202,PERRY Taylor,Taylor,PERRY,female,CA,North America,2000,False,False,kaggleOlympic
14203,SCURFIELD Krissy,Krissy,SCURFIELD,female,CA,North America,2003,False,False,kaggleOlympic
14204,SYMONDS Florence,Florence,SYMONDS,female,CA,North America,2002,False,False,kaggleOlympic
14205,VALENZUELA Shalaya,Shalaya,VALENZUELA,female,CA,North America,1999,False,False,kaggleOlympic
14206,WARDLEY Keyara,Keyara,WARDLEY,female,CA,North America,2000,False,False,kaggleOlympic
14207,WILLIAMS Charity,Charity,WILLIAMS,female,CA,North America,1996,False,False,kaggleOlympic
14208,ARNOLD Djenyfer,Djenyfer,ARNOLD,female,BR,South America,1993,False,False,kaggleOlympic
14209,MESSIAS Manoel,Manoel,MESSIAS,male,BR,South America,1996,False,False,kaggleOlympic
14210,HIDALGO Miguel,Miguel,HIDALGO,male,BR,South America,2000,False,False,kaggleOlympic
14211,LOPES Vittoria,Vittoria,LOPES,female,BR,South America,1996,False,False,kaggleOlympic
14212,ECHIKUNWOKE Annette Nneka,,,female,US,North America,1996,True,False,kaggleOlympic
14213,EVANS Andrew,Andrew,EVANS,male,US,North America,1991,False,False,kaggleOlympic
14214,HALL Anna,Anna,HALL,female,US,North America,2001,False,False,kaggleOlympic
14215,HOLMES Alexis,Alexis,HOLMES,female,US,North America,2000,False,False,kaggleOlympic
14216,JOHNSON Alaysha,Alaysha,JOHNSON,female,US,North America,1996,False,False,kaggleOlympic
14217,HOPPEL Bryce,Bryce,HOPPEL,male,US,North America,1997,False,False,kaggleOlympic
14218,KESSLER Hobbs,Hobbs,KESSLER,male,US,North America,2003,False,False,kaggleOlympic
14219,JACKSON Chase,Chase,JACKSON,female,US,North America,1994,False,False,kaggleOlympic
14220,HAWKINS Chari,Chari,HAWKINS,female,US,North America,1991,False,False,kaggleOlympic
14221,HOCKER Cole,Cole,HOCKER,male,US,North America,2001,False,False,kaggleOlympic
14222,HAUGH Daniel,Daniel,HAUGH,male,US,North America,1995,False,False,kaggleOlympic
14223,KERLEY Fred,Fred,KERLEY,male,US,North America,1995,False,False,kaggleOlympic
14224,FISHER Grant,Grant,FISHER,male,CA,North America,1997,False,False,kaggleOlympic
14225,HOLLOWAY Grant,Grant,HOLLOWAY,male,US,North America,1997,False,False,kaggleOlympic
14226,FORD Jameesia,Jameesia,FORD,female,US,North America,2005,False,False,kaggleOlympic
14227,HARRISON Juvaughn,Juvaughn,HARRISON,male,US,North America,1999,False,False,kaggleOlympic
14228,ELLIS Kendall,Kendall,ELLIS,female,US,North America,1996,False,False,kaggleOlympic
14229,HOWARD Marisa,Marisa,HOWARD,female,US,North America,1992,False,False,kaggleOlympic
14230,JEFFERSON Melissa,Melissa,JEFFERSON,female,US,North America,2001,False,False,kaggleOlympic
14231,HAYES Quanera,Quanera,HAYES,female,US,North America,1992,False,False,kaggleOlympic
14232,FRANKLIN Tori,Tori,FRANKLIN,female,US,North America,1992,False,False,kaggleOlympic
14233,LOBO Bruno,Bruno,LOBO,male,BR,South America,1993,False,False,kaggleOlympic
14234,FONTES Bruno,Bruno,FONTES,male,BR,South America,1979,False,False,kaggleOlympic
14235,FRALEY Veronica,Veronica,FRALEY,female,US,North America,2000,False,False,kaggleOlympic
14236,KIDD Gabriella,Gabriella,KIDD,female,BR,South America,1997,False,False,kaggleOlympic
14237,KELATI FREZGHI Weini,,,female,ER,Africa,1996,True,False,kaggleOlympic
14238,SIMOES Gabriel,Gabriel,SIMOES,male,BR,South America,2002,False,False,kaggleOlympic
14239,DUARTE HADDAD Henrique,,,male,BR,South America,1987,True,False,kaggleOlympic
14240,SWAN Isabel,Isabel,SWAN,female,BR,South America,1983,False,False,kaggleOlympic
14241,SIEMSEN Joao,Joao,SIEMSEN,male,BR,South America,1992,False,False,kaggleOlympic
14242,KUNZE Kahena,Kahena,KUNZE,female,BR,South America,1991,False,False,kaggleOlympic
14243,MARIUTTI ARNDT Marina,,,female,BR,South America,2001,True,False,kaggleOlympic
14244,SOFFIATTI GRAEL Martine,,,female,BR,South America,1991,True,False,kaggleOlympic
14245,SOFFIATTI GRAEL Marco,,,male,BR,South America,1989,True,False,kaggleOlympic
14246,ISAAC Mateus,Mateus,ISAAC,male,BR,South America,1994,False,False,kaggleOlympic
14247,BENUS Matej,Matej,BENUS,male,SK,Europe,1987,False,False,kaggleOlympic
14248,MINTALOVA Eliska,Eliska,MINTALOVA,female,SK,Europe,1999,False,False,kaggleOlympic
14249,LY Edward,Edward,LY,male,CA,North America,2003,False,False,kaggleOlympic
14250,ZHANG Mo,Mo,ZHANG,female,CN,Asia,1989,False,False,kaggleOlympic
14251,HAZIN Jeremy,Jeremy,HAZIN,male,CA,North America,2000,False,False,kaggleOlympic
14252,WANG Eugene,Eugene,WANG,male,CN,Asia,1985,False,False,kaggleOlympic
14253,BERGER Matt,Matt,BERGER,male,CA,North America,1993,False,False,kaggleOlympic
14254,DECENZO Ryan,Ryan,DECENZO,male,CA,North America,1986,False,False,kaggleOlympic
14255,EBERT Fay,Fay,EBERT,female,CA,North America,2009,False,False,kaggleOlympic
14256,RUSSELL Cordano,Cordano,RUSSELL,male,CA,North America,2004,False,False,kaggleOlympic
14257,AHAMDY Salam Bouha,,,female,MR,Africa,2000,True,False,kaggleOlympic
14258,GUSIN Tatiana,Tatiana,GUSIN,female,MD,Europe,1994,False,False,kaggleOlympic
14259,FRANTZESKAKIS Christos,Christos,FRANTZESKAKIS,male,GR,Europe,2000,False,False,kaggleOlympic
14260,ANASTASAKIS Michail,Michail,ANASTASAKIS,male,GR,Europe,1994,False,False,kaggleOlympic
14261,DOSI Panagiota,Panagiota,DOSI,female,GR,Europe,2001,False,False,kaggleOlympic
14262,EMMANOUILIDOU Polyniki,Polyniki,EMMANOUILIDOU,female,GR,Europe,2003,False,False,kaggleOlympic
14263,KARALIS Emmanouil,Emmanouil,KARALIS,male,GR,Europe,1999,False,False,kaggleOlympic
14264,NTRISMPIOTI Antigoni,Antigoni,NTRISMPIOTI,female,GR,Europe,1984,False,False,kaggleOlympic
14265,SCARVELIS Stamatia,Stamatia,SCARVELIS,female,US,North America,1995,False,False,kaggleOlympic
14266,STEFANIDI Aikaterini,Aikaterini,STEFANIDI,female,GR,Europe,1990,False,False,kaggleOlympic
14267,TENTOGLOU Miltiadis,Miltiadis,TENTOGLOU,male,GR,Europe,1998,False,False,kaggleOlympic
14268,TZENGKO Elina,Elina,TZENGKO,female,GR,Europe,2002,False,False,kaggleOlympic
14269,ANTETOKOUNMPO Giannis,Giannis,ANTETOKOUNMPO,male,GR,Europe,1994,False,False,kaggleOlympic
14270,CALATHES Nick,Nick,CALATHES,male,US,North America,1989,False,False,kaggleOlympic
14271,CHARALAMPOPOULOS Vasilis,Vasilis,CHARALAMPOPOULOS,male,GR,Europe,1997,False,False,kaggleOlympic
14272,KALAITZAKIS Panagiotis,Panagiotis,KALAITZAKIS,male,GR,Europe,1999,False,False,kaggleOlympic
14273,LARENTZAKIS Giannoulis,Giannoulis,LARENTZAKIS,male,GR,Europe,1993,False,False,kaggleOlympic
14274,MITOGLOU Dinos,Dinos,MITOGLOU,male,GR,Europe,1996,False,False,kaggleOlympic
14275,MORAITIS Dimitris,Dimitris,MORAITIS,male,GR,Europe,1999,False,False,kaggleOlympic
14276,PAPAGIANNIS Georgios,Georgios,PAPAGIANNIS,male,GR,Europe,1997,False,False,kaggleOlympic
14277,PAPANIKOLAOU Kostas,Kostas,PAPANIKOLAOU,male,GR,Europe,1990,False,False,kaggleOlympic
14278,TOLIOPOULOS Vasilis,Vasilis,TOLIOPOULOS,male,GR,Europe,1996,False,False,kaggleOlympic
14279,BOUGLAS Georgios,Georgios,BOUGLAS,male,GR,Europe,1990,False,False,kaggleOlympic
14280,MYTILINEOU Ioli,Ioli,MYTILINEOU,female,GR,Europe,1997,False,False,kaggleOlympic
14281,GKOUNTOURA Theodora,Theodora,GKOUNTOURA,female,GR,Europe,1997,False,False,kaggleOlympic
14282,PETROUNIAS Eleftherios,Eleftherios,PETROUNIAS,male,GR,Europe,1990,False,False,kaggleOlympic
14283,TELTSIDOU Elisavet,Elisavet,TELTSIDOU,female,GR,Europe,1995,False,False,kaggleOlympic
14284,TSELIDIS Theodoros,Theodoros,TSELIDIS,male,RU,Europe,1996,False,False,kaggleOlympic
14285,MARAMENIDIS Kameron Alexandros,,,male,US,North America,2002,True,False,kaggleOlympic
14286,SPANAKI Ariadni Paraskevi,,,female,GR,Europe,2001,True,False,kaggleOlympic
14287,SPANAKIS Odysseas Emmanouil,,,male,GR,Europe,2003,True,False,kaggleOlympic
14288,KORAKAKI Anna,Anna,KORAKAKI,female,GR,Europe,1996,False,False,kaggleOlympic
14289,MOSCHI Christina,Christina,MOSCHI,female,GR,Europe,2002,False,False,kaggleOlympic
14290,KATZOURAKI Emmanouela,Emmanouela,KATZOURAKI,female,GR,Europe,2001,False,False,kaggleOlympic
14291,MITAS Efthimios,Efthimios,MITAS,male,GR,Europe,1985,False,False,kaggleOlympic
14292,CHALKIADAKIS Charalambos,Charalambos,CHALKIADAKIS,male,GR,Europe,1997,False,False,kaggleOlympic
14293,GIONIS Panagiotis,Panagiotis,GIONIS,male,GR,Europe,1980,False,False,kaggleOlympic
14294,SAKKARI Maria,Maria,SAKKARI,female,GR,Europe,1995,False,False,kaggleOlympic
14295,TSITSIPAS Stefanos,Stefanos,TSITSIPAS,male,GR,Europe,1998,False,False,kaggleOlympic
14296,YAMASHITA Miyu,Miyu,YAMASHITA,female,JP,Asia,2001,False,False,kaggleOlympic
14297,MATSUYAMA Hideki,Hideki,MATSUYAMA,male,JP,Asia,1992,False,False,kaggleOlympic
14298,SASO Yuka,Yuka,SASO,female,PH,Asia,2001,False,False,kaggleOlympic
14299,NAKAJIMA Keita,Keita,NAKAJIMA,male,JP,Asia,2000,False,False,kaggleOlympic
14300,KEITA Mory,Mory,KEITA,male,GN,Africa,2005,False,False,kaggleOlympic
14301,SOUMAH Mohamed,Mohamed,SOUMAH,male,GN,Africa,2003,False,False,kaggleOlympic
14302,KEITA Madiou,Madiou,KEITA,male,FR,Europe,2004,False,False,kaggleOlympic
14303,OULARE Naby,Naby,OULARE,male,GN,Africa,2002,False,False,kaggleOlympic
14304,CAMARA Cherif,Cherif,CAMARA,male,GN,Africa,2002,False,False,kaggleOlympic
14305,BANGOURA Sekou Tidiany,,,male,GN,Africa,2002,True,False,kaggleOlympic
14306,KEITA Naby,Naby,KEITA,male,GN,Africa,1995,False,False,kaggleOlympic
14307,TOURE Abdoulaye,Abdoulaye,TOURE,male,FR,Europe,1994,False,False,kaggleOlympic
14308,ILAIX Moriba,Moriba,ILAIX,male,GN,Africa,2003,False,False,kaggleOlympic
14309,BAH Algassime,Algassime,BAH,male,GN,Africa,2002,False,False,kaggleOlympic
14310,CHIU Hin Chun,,,male,HK,Asia,1994,True,False,kaggleOlympic
14311,YAN Zheng,Zheng,YAN,female,CN,Asia,2001,False,False,kaggleOlympic
14312,HUANG Qibin,Qibin,HUANG,male,CN,Asia,2006,False,False,kaggleOlympic
14313,CHEN Jingyue,Jingyue,CHEN,female,CN,Asia,2000,False,False,kaggleOlympic
14314,XU Zangjun,Zangjun,XU,male,CN,Asia,1992,False,False,kaggleOlympic
14315,WEN Zaiding,Zaiding,WEN,male,CN,Asia,2001,False,False,kaggleOlympic
14316,LIU Tian,Tian,LIU,male,CN,Asia,2000,False,False,kaggleOlympic
14317,HU Xiaoyu,Xiaoyu,HU,female,CN,Asia,1999,False,False,kaggleOlympic
14318,SHAN Mengyuan,Mengyuan,SHAN,female,CN,Asia,2000,False,False,kaggleOlympic
14319,GU Min,Min,GU,female,CN,Asia,1994,False,False,kaggleOlympic
14320,MAI Huicong,Huicong,MAI,male,CN,Asia,1995,False,False,kaggleOlympic
14321,CHEN Linlin,Linlin,CHEN,female,CN,Asia,1998,False,False,kaggleOlympic
14322,HUANG Jingye,Jingye,HUANG,male,CN,Asia,2003,False,False,kaggleOlympic
14323,OPELOGE Don,Don,OPELOGE,male,WS,Oceania,1999,False,False,kaggleOlympic
14324,AYLSWORTH Russell Williams,,,male,HK,Asia,2001,True,False,kaggleOlympic
14325,SAKAI Akira Luke,,,male,HK,Asia,1992,True,False,kaggleOlympic
14326,HALLIDAY Nicholas,Nicholas,HALLIDAY,male,HK,Asia,1999,False,False,kaggleOlympic
14327,SIPAIA Iuniarra,Iuniarra,SIPAIA,female,WS,Oceania,1993,False,False,kaggleOlympic
14328,LEILUA Eroni Tui,,,male,NZ,Oceania,1993,True,False,kaggleOlympic
14329,RIPLEY Vaimooia Astrid,,,female,WS,Oceania,1990,True,False,kaggleOlympic
14330,LYU Jianlin,Jianlin,LYU,male,CN,Asia,1996,False,False,kaggleOlympic
14331,PLODZICKI- FAOAGALI Ato,,,male,AU,Oceania,1999,True,False,kaggleOlympic
14332,CLIFTON Tuva'a,,,male,NZ,Oceania,1997,False,False,kaggleOlympic
14333,NARVAEZ Jhonatan,Jhonatan,NARVAEZ,male,EC,South America,1997,False,False,kaggleOlympic
14334,de LAPPARENT Antoine,,,male,KH,Asia,2006,True,False,kaggleOlympic
14335,KARUNAYADHAJ Janakabhorn,Janakabhorn,KARUNAYADHAJ,female,TH,Asia,1997,False,False,kaggleOlympic
14336,WONG Ka Lee,,,female,HK,Asia,1998,True,False,kaggleOlympic
14337,DAVIDA Osher,Osher,DAVIDA,male,IL,Asia,2001,False,False,kaggleOlympic
14338,WONG Chun Ting,,,male,HK,Asia,1991,True,False,kaggleOlympic
14339,DOO Hoi Kem,,,female,HK,Asia,1996,True,False,kaggleOlympic
14340,LEE Ho Ching,,,female,HK,Asia,1992,True,False,kaggleOlympic
14341,ZHU Chengzhu,Chengzhu,ZHU,female,HK,Asia,1997,False,False,kaggleOlympic
14342,ALMATROOSHI Yousuf,Yousuf,ALMATROOSHI,male,AE,Asia,2003,False,False,kaggleOlympic
14343,ABDELGAWWAD Abdelrahman,Abdelrahman,ABDELGAWWAD,male,EG,Africa,1987,False,False,kaggleOlympic
14344,LO Wai Fung,,,male,HK,Asia,2002,True,False,kaggleOlympic
14345,SHERIFOVSKI Edi,Edi,SHERIFOVSKI,male,MK,Europe,2001,False,False,kaggleOlympic
14346,HOUINATO Valentin,Valentin,HOUINATO,male,FR,Europe,1996,False,False,kaggleOlympic
14347,ELAWADY Omar,Omar,ELAWADY,male,EG,Africa,1999,False,False,kaggleOlympic
14348,CANNY Aimee,Aimee,CANNY,female,ZA,Africa,2003,False,False,kaggleOlympic
14349,SATES Matthew,Matthew,SATES,male,ZA,Africa,2003,False,False,kaggleOlympic
14350,COETZE Pieter,Pieter,COETZE,male,ZA,Africa,2004,False,False,kaggleOlympic
14351,MEDER Rebecca,Rebecca,MEDER,female,ZA,Africa,2002,False,False,kaggleOlympic
14352,GALLAGHER Erin,Erin,GALLAGHER,female,ZA,Africa,1998,False,False,kaggleOlympic
14353,le CLOS Chad,,,male,ZA,Africa,1992,True,False,kaggleOlympic
14354,SMITH Tatjana,Tatjana,SMITH,female,ZA,Africa,1997,False,False,kaggleOlympic
14355,CORBETT Kaylene,Kaylene,CORBETT,female,ZA,Africa,1999,False,False,kaggleOlympic
14356,VINCENT Julia,Julia,VINCENT,female,ZA,Africa,1994,False,False,kaggleOlympic
14357,FISEROVA Tereza,Tereza,FISEROVA,female,CZ,Europe,1998,False,False,kaggleOlympic
14358,GALUSKOVA Antonie,Antonie,GALUSKOVA,female,CZ,Europe,2001,False,False,kaggleOlympic
14359,PRSKAVEC Jiri,Jiri,PRSKAVEC,male,CZ,Europe,1993,False,False,kaggleOlympic
14360,ROHAN Lukas,Lukas,ROHAN,male,CZ,Europe,1995,False,False,kaggleOlympic
14361,SATKOVA Gabriela,Gabriela,SATKOVA,female,CZ,Europe,2001,False,False,kaggleOlympic
14362,BELKADI Amina,Amina,BELKADI,female,DZ,Africa,1992,False,False,kaggleOlympic
14363,DIOP Oumy,Oumy,DIOP,female,SN,Africa,2003,False,False,kaggleOlympic
14364,AYYAD Yomna,Yomna,AYYAD,female,EG,Africa,2003,False,False,kaggleOlympic
14365,HERMANNOVA Barbora,Barbora,HERMANNOVA,female,CZ,Europe,1990,False,False,kaggleOlympic
14366,PERUSIC Ondrej,Ondrej,PERUSIC,male,CZ,Europe,1994,False,False,kaggleOlympic
14367,SCHWEINER David,David,SCHWEINER,male,CZ,Europe,1994,False,False,kaggleOlympic
14368,STOCHLOVA Marie-Sara,,,female,CZ,Europe,1999,False,False,kaggleOlympic
14369,DIAW Ibrahima,Ibrahima,DIAW,male,FR,Europe,1992,False,False,kaggleOlympic
14370,DRIS Messaoud Redouane,,,male,DZ,Africa,2001,True,False,kaggleOlympic
14371,TIMONEY Nathan,Nathan,TIMONEY,male,IE,Europe,2000,False,False,kaggleOlympic
14372,PESIC Darko,Darko,PESIC,male,ME,Europe,1992,False,False,kaggleOlympic
14373,MATELOVA Hana,Hana,MATELOVA,female,CZ,Europe,1990,False,False,kaggleOlympic
14374,LILI Mohamed El Mehdi,,,male,DZ,Africa,1995,True,False,kaggleOlympic
14375,KWEMOI Ronald,Ronald,KWEMOI,male,KE,Africa,1995,False,False,kaggleOlympic
14376,SVECOVS Pavels,Pavels,SVECOVS,male,LV,Europe,1994,False,False,kaggleOlympic
14377,HAMZA Yacine,Yacine,HAMZA,male,DZ,Africa,1997,False,False,kaggleOlympic
14378,CHEUNG Ka Long,,,male,HK,Asia,1997,True,False,kaggleOlympic
14379,HO Wai Hang,,,male,HK,Asia,1996,True,False,kaggleOlympic
14380,KONG Man Wai Vivian,,,female,HK,Asia,1994,True,False,kaggleOlympic
14381,HOUILI Nesrine,Nesrine,HOUILI,female,DZ,Africa,2003,False,False,kaggleOlympic
14382,LUNEV Ruslan,Ruslan,LUNEV,male,AZ,Europe,1989,False,False,kaggleOlympic
14383,ULYANOVA Dina,Dina,ULYANOVA,female,AZ,Europe,1989,False,False,kaggleOlympic
14384,MOLLENHAUER Alexandra,Alexandra,MOLLENHAUER,female,AZ,Europe,1998,False,False,kaggleOlympic
14385,WALKER Marcedes,Marcedes,WALKER,female,AZ,Europe,1986,False,False,kaggleOlympic
14386,HAYES Tiffany,Tiffany,HAYES,female,US,North America,1989,False,False,kaggleOlympic
14387,MOJSOVSKA Anastasija,Anastasija,MOJSOVSKA,female,MK,Europe,2002,False,False,kaggleOlympic
14388,YARIGO Noelie,Noelie,YARIGO,female,BJ,Africa,1985,False,False,kaggleOlympic
14389,SEDJATI Djamel,Djamel,SEDJATI,male,DZ,Africa,1999,False,False,kaggleOlympic
14390,MILANOV Phili,Phili,MILANOV,male,BE,Europe,1991,False,False,kaggleOlympic
14391,MOULA Slimane,Slimane,MOULA,male,DZ,Africa,1999,False,False,kaggleOlympic
14392,WALSH Michaela,Michaela,WALSH,female,GB,Europe,1993,False,False,kaggleOlympic
14393,TRIKI Yasser Mohammed,,,male,DZ,Africa,1997,True,False,kaggleOlympic
14394,BOUANANI Amine,Amine,BOUANANI,male,DZ,Africa,1997,False,False,kaggleOlympic
14395,BOULOUSSA Mehdi,Mehdi,BOULOUSSA,male,DZ,Africa,1995,False,False,kaggleOlympic
14396,MURASA Tatsuya,Tatsuya,MURASA,male,JP,Asia,2007,False,False,kaggleOlympic
14397,TANIGUCHI Taku,Taku,TANIGUCHI,male,JP,Asia,2001,False,False,kaggleOlympic
14398,HIRAI Mizuki,Mizuki,HIRAI,female,JP,Asia,2007,False,False,kaggleOlympic
14399,MATSUSHITA Tomoyuki,Tomoyuki,MATSUSHITA,male,JP,Asia,2005,False,False,kaggleOlympic
14400,MATSUYAMA Riku,Riku,MATSUYAMA,male,JP,Asia,2001,False,False,kaggleOlympic
14401,MATSUMOTO Shiho,Shiho,MATSUMOTO,female,JP,Asia,2002,False,False,kaggleOlympic
14402,YANAGIMOTO Konosuke,Konosuke,YANAGIMOTO,male,JP,Asia,2003,False,False,kaggleOlympic
14403,TATAR Zahra,Zahra,TATAR,female,DZ,Africa,1992,False,False,kaggleOlympic
14404,MICALLEF Kyle,Kyle,MICALLEF,male,MT,Europe,2001,False,False,kaggleOlympic
14405,KISOKA Arnold,Arnold,KISOKA,male,CD,Africa,2000,False,False,kaggleOlympic
14406,BAUM Sarah,Sarah,BAUM,female,ZA,Africa,1994,False,False,kaggleOlympic
14407,SMITH Jordy,Jordy,SMITH,male,ZA,Africa,1988,False,False,kaggleOlympic
14408,McGILLIVRAY Matthew,Matthew,McGILLIVRAY,male,ZA,Africa,1997,False,False,kaggleOlympic
14409,KHENNOUSSI Oussama,Oussama,KHENNOUSSI,male,DZ,Africa,1999,False,False,kaggleOlympic
14410,LOGHRAIBI Lynda,Lynda,LOGHRAIBI,female,DZ,Africa,1997,False,False,kaggleOlympic
14411,GOUANED Mohamed Ali,,,male,DZ,Africa,2002,True,False,kaggleOlympic
14412,STACEY Harry,Harry,STACEY,male,GH,Africa,2000,False,False,kaggleOlympic
14413,TABTI Bilal,Bilal,TABTI,male,DZ,Africa,1993,False,False,kaggleOlympic
14414,SOUMAORO Lassine,Lassine,SOUMAORO,male,ML,Africa,2002,False,False,kaggleOlympic
14415,KOUGIOUMTSIDIS Georgios,Georgios,KOUGIOUMTSIDIS,male,GR,Europe,2001,False,False,kaggleOlympic
14416,KURUGLIEV Dauren,Dauren,KURUGLIEV,male,GR,Europe,1992,False,False,kaggleOlympic
14417,PREVOLARAKI Maria,Maria,PREVOLARAKI,female,GR,Europe,1991,False,False,kaggleOlympic
14418,ROOSKRANTZ Caitlin,Caitlin,ROOSKRANTZ,female,ZA,Africa,2001,False,False,kaggleOlympic
14419,ROBAN Handal,Handal,ROBAN,male,VC,North America,2002,False,False,kaggleOlympic
14420,MALONEY Shafiqua,Shafiqua,MALONEY,female,VC,North America,1999,False,False,kaggleOlympic
14421,SYOUD Jaouad,Jaouad,SYOUD,male,DZ,Africa,1999,False,False,kaggleOlympic
14422,MENSAH Joselle,Joselle,MENSAH,female,GH,Africa,2003,False,False,kaggleOlympic
14423,MIHALEV Todor,Todor,MIHALEV,male,BG,Europe,1997,False,False,kaggleOlympic
14424,GINES LOPEZ Alberto,,,male,ES,Europe,2002,True,False,kaggleOlympic
14425,ROMERO PEREZ Leslie Adriana,,,female,VE,South America,1998,True,False,kaggleOlympic
14426,NIYOMUKUNZI Francine,Francine,NIYOMUKUNZI,female,BI,Africa,1999,False,False,kaggleOlympic
14427,NDIKUMANA Celestin,Celestin,NDIKUMANA,male,BI,Africa,2002,False,False,kaggleOlympic
14428,FERNANDES P.X.CAVALCANTE Adriano,,,male,BR,South America,2002,True,False,kaggleOlympic
14429,DIEGO MARIANO LANCI Arthur,,,male,BR,South America,1996,True,False,kaggleOlympic
14430,SILVA RAMOS Ana Patricia,,,female,BR,South America,1997,True,False,kaggleOlympic
14431,da SILVA Ana Carolina,,,female,BR,South America,1991,True,False,kaggleOlympic
14432,SOUZA Alan,Alan,SOUZA,male,BR,South America,1994,False,False,kaggleOlympic
14433,MENEZES OLIVEIRA de SOUZA Ana Cris,,,female,BR,South America,2004,True,False,kaggleOlympic
14434,LOYOLA STEIN Andre,,,male,BR,South America,1994,True,False,kaggleOlympic
14435,SEIXAS de FREITAS Barbara,,,female,BR,South America,1987,True,False,kaggleOlympic
14436,REZENDE Bruno Mossa,,,male,BR,South America,1986,True,False,kaggleOlympic
14437,SOLBERG SALGADO Carolina,,,female,BR,South America,1987,True,False,kaggleOlympic
