person,person_label,genders,dobs,countries,continents
http://www.wikidata.org/entity/Q100700170,Sophie Heidi Kam,female,1968-01-01T00:00:00Z,Burkina Faso,Africa
http://www.wikidata.org/entity/Q100705251,Mariama Sowe,female,2000-01-01T00:00:00Z,The Gambia,Africa
http://www.wikidata.org/entity/Q100728340,Hannah Faal-Heim,female,2000-01-01T00:00:00Z,The Gambia,Africa
http://www.wikidata.org/entity/Q100740557,Tsehay Melaku,female,1952-01-01T00:00:00Z,Ethiopia,Africa
http://www.wikidata.org/entity/Q100741876,Tamy Moyo,female,1998-01-05T00:00:00Z,Zimbabwe,Africa
http://www.wikidata.org/entity/Q100742177,Alphonse Menyo,female,1998-01-01T00:00:00Z,Ghana,Africa
http://www.wikidata.org/entity/Q100744984,Chiedza Mhende,female,1991-10-19T00:00:00Z,Zimbabwe,Africa
http://www.wikidata.org/entity/Q100747748,Shana Dowdeswell,female,1989-04-01T00:00:00Z,Zimbabwe,Africa
http://www.wikidata.org/entity/Q100778343,Jean Doyle,female,1930-01-01T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q100778452,Geneviève Boko Nadjo,female,1956-12-26T00:00:00Z,Benin,Africa
http://www.wikidata.org/entity/Q100787162,Vivian Ewalefo,female,1985-05-09T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q100791874,Shudufhadzo Musida,female,1996-07-18T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q100873289,Catarina Taborda,female,1989-01-01T00:00:00Z,Guinea-Bissau,Africa
http://www.wikidata.org/entity/Q100921652,Noga Treves,female,1901-01-01T00:00:00Z,Ottoman Empire,Africa
http://www.wikidata.org/entity/Q100933765,Fatou Baldeh,female,1983-01-01T00:00:00Z,The Gambia,Africa
http://www.wikidata.org/entity/Q100961556,Fatima Chiguer,female,1948-01-01T00:00:00Z,Morocco,Africa
http://www.wikidata.org/entity/Q100966395,Denise Fernandes,female,1990-01-01T00:00:00Z,Cape Verde,Africa
http://www.wikidata.org/entity/Q100975176,Agatha Cilliers,female,1969-03-14T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q100998577,Alemu Megertu,female,1997-10-12T00:00:00Z,Ethiopia,Africa
http://www.wikidata.org/entity/Q100998660,Rahma Tusa,female,1993-09-14T00:00:00Z,Ethiopia,Africa
http://www.wikidata.org/entity/Q101012111,Phumzile Sitole,female,1989-11-18T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q101053660,Rosemary Aluoch,female,1976-07-05T00:00:00Z,Kenya,Africa
http://www.wikidata.org/entity/Q101063239,Adanech Abebe,female,1950-01-01T00:00:00Z,Ethiopia,Africa
http://www.wikidata.org/entity/Q101064944,Charlbi Dean,female,1990-02-05T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q101069531,Mariam Selim,female,2002-10-24T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q101072601,Sisay Meseret Gola,female,1997-12-30T00:00:00Z,Ethiopia,Africa
http://www.wikidata.org/entity/Q101088489,Virginia Khunguni,female,1989-01-01T00:00:00Z,Malawi,Africa
http://www.wikidata.org/entity/Q101088805,Leslie Witz,female,1959-01-13T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q101097166,Aisha Tsamiya,female,1992-01-01T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101115022,Leila Nakabira,female,1993-01-01T00:00:00Z,Uganda,Africa
http://www.wikidata.org/entity/Q101118261,Fati Washa,female,1993-02-21T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101130581,Simone Ackermann,female,1990-02-01T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q101137395,Karabo Poppy Moletsane,female,1993-01-01T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q101138918,Hajia Jumai Bello,female,1941-01-01T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101149289,Fati Shu'uma,female,1994-01-01T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q101198632,Patricia Francourt,female,1965-01-01T00:00:00Z,Seychelles,Africa
